Index,PROJECT,SURVTYP,REEF,DATE,STATION,TRANSECT,DIVER,DATATYP,SPECIES,NUMBER,SIZE,SIZE_TP,NO_TP
509,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CE.LORI,1,10,,
510,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CH.ACAR,1,5,,
511,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CH.MARG,260,5,,
512,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CH.MARG,30,10,,
513,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CH.VAND,1,5,,
514,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,PA.MULT,1,15,,
515,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CE.ARGU,1,25,,
516,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CH.SORD,1,15,,
517,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CH.SORD,1,20,,
518,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CH.SORD,1,30,30,1
519,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,SC.TRIC,1,30,,
520,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,AC.NIGR,1,10,,
521,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,AC.NIGR,1,15,,
522,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,AC.NIGR,1,20,,
523,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CT.MARG,1,15,,
524,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CT.CYAN,1,10,,
525,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CT.CYAN,2,15,,
526,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CT.CYAN,1,20,,
527,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,GO.VARI,1,15,,
528,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,HA.ORNA,1,10,,
529,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,PS.OCTO,2,5,,
530,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,PS.OCTO,1,10,,
531,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CIRR.SP,1,5,,
532,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CA.MELAN,1,35,,
533,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CH.XANT,5,10,,
534,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CH.XANT,12,15,,
535,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CH.XANT,2,20,,
536,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,EP.INSI,1,20,,
537,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CI.EXQU,1,5,,
538,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,NE.MAGN,2,5,,
539,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,ZA.CORN,1,20,,
540,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,HA.MELA,1,10,,
541,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CE.FLAV,1,10,,
542,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CE.LORI,2,5,,
543,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CE.LORI,1,10,,
544,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CH.BENN,2,15,,
545,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CH.AURI,1,15,,
546,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CH.AURI,1,20,,
547,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CH.MARG,180,5,,
548,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CH.MARG,30,10,,
549,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CH.VAND,4,5,,
550,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,PL.DICK,1,5,,
551,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,PL.JOHN,5,5,,
552,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,PL.JOHN,2,10,,
553,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,PS.OLIV,5,5,,
554,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CE.ARGU,1,20,,
555,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,PA.ARCA,1,10,,
556,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CH.SORD,1,20,,
557,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CH.SORD,1,30,30,1
558,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,SC.NIGE,1,30,,
559,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,SC.OVIC,1,25,25,1
560,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,LU.BOHA,1,15,,
561,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,AC.NIGR,1,20,,
562,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,AC.NIGR,1,25,,
563,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CT.CYAN,1,5,,
564,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CT.CYAN,4,10,,
565,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CT.CYAN,1,15,,
566,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,ME.VIDU,1,25,,
567,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,ME.VIDU,1,30,,
568,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,GO.VARI,1,5,,
569,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,HA.ORNA,4,5,,
570,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,PS.HEXA,2,5,,
571,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,PS.OCTO,3,5,,
572,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,LA.BICO,1,5,,
573,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,OX.UNIF,1,15,,
574,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,ZA.CORN,1,15,,
575,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,EP.INSI,1,10,,
576,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,EP.INSI,1,15,,
577,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CH.XANT,5,5,,
578,PAL_2012,BLT,PAL_20,9/21/2012,FR9,A,SAS,QUAN,CH.XANT,1,15,,
579,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CE.FLAV,1,5,,
580,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CE.FLAV,3,10,,
581,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CH.TRIF,1,15,,
582,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CH.LUNU,2,20,,
583,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CH.ACAR,35,5,,
584,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CH.MARG,160,5,,
585,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CH.MARG,20,10,,
586,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CH.VAND,2,5,,
587,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,PL.DICK,2,5,,
588,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,PL.DICK,1,10,,
589,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,PL.JOHN,5,5,,
590,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,PS.OLIV,20,5,,
591,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CE.ARGU,1,20,,
592,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,PA.FORS,1,5,,
593,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,PA.FORS,1,10,,
594,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,MY.BERN,1,20,,
595,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,AC.NIGR,1,10,,
596,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,AC.NIGR,4,15,,
597,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,AC.NIGR,3,20,,
598,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,AC.THOM,1,10,,
599,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,AC.THOM,1,15,,
600,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CT.MARG,1,20,,
601,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CT.CYAN,2,10,,
602,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CT.CYAN,1,15,,
603,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,ME.VIDU,1,30,,
604,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,GO.VARI,3,5,,
605,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,HA.ORNA,3,5,,
606,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,LA.DIMI,1,5,,
607,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,PS.OCTO,1,5,,
608,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,PS.OCTO,1,10,,
609,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CIRR.SP,2,10,,
610,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,PS.MOLU,1,25,,
611,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,NA.BREV,1,25,,
612,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CH.XANT,4,5,,
613,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CH.XANT,60,10,,
614,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CH.XANT,5,15,,
615,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,BO.AXIL,1,15,,
616,PAL_2012,BLT,PAL_20,9/21/2012,FR9,B,SAS,QUAN,CH.TRIL,1,15,,
617,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,CE.FLAV,2,5,,
618,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,CE.FLAV,1,10,,
619,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,CH.MARG,25,5,,
620,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,CH.VAND,95,5,,
621,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,PL.DICK,3,5,,
622,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,PL.JOHN,5,5,,
623,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,PL.JOHN,1,10,,
624,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,ST.AURE,1,5,,
625,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,ST.AURE,2,10,,
626,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,CE.ARGU,1,30,,
627,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,CE.UROD,2,15,,
628,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,CE.UROD,1,20,,
629,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,PA.ARCA,1,10,,
630,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,SC.RUBR,1,35,,
631,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,AP.FURC,1,35,,
632,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,AC.NIGR,1,10,,
633,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,AC.NIGR,8,15,,
634,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,AC.NIGR,4,20,,
635,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,CT.MARG,2,15,,
636,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,CT.MARG,2,20,,
637,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,CT.CYAN,7,10,,
638,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,CT.CYAN,5,15,,
639,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,GO.VARI,2,5,,
640,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,LA.RUBR,1,5,,
641,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,TH.QUIN,2,5,,
642,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,TH.QUIN,2,10,,
643,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,PS.HEXA,1,5,,
644,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,PS.OCTO,1,10,,
645,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,OX.UNIF,1,10,,
646,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,CIRR.SP,3,5,,
647,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,AN.TWIS,1,10,,
648,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,BO.AXIL,1,15,,
649,PAL_2012,BLT,PAL_10,9/21/2012,FR9,A,SAS,QUAN,EP.INSI,1,15,,
650,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,CH.LUNUT,2,10,,
651,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,CH.ACAR,1,5,,
652,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,CH.MARG,40,5,,
653,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,CH.VAND,63,5,,
654,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,PL.DICK,4,5,,
655,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,PL.DICK,1,10,,
656,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,PL.JOHN,3,5,,
657,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,PL.JOHN,1,10,,
658,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,ST.AURE,2,10,,
659,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,PA.MULT,1,15,,
660,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,PA.ARCA,1,5,,
661,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,CH.MICR,1,30,,
662,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,CH.MICR,1,35,,
663,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,CH.MICR,1,45,45,1
664,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,CH.MICR,1,50,50,1
665,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,LU.GIBB,1,30,,
666,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,AC.NIGR,3,15,,
667,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,AC.NIGR,1,20,,
668,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,CT.CYAN,3,10,,
669,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,CT.CYAN,3,15,,
670,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,CT.CYAN,1,20,,
671,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,ME.VIDU,1,25,,
672,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,GO.VARI,3,5,,
673,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,GO.VARI,1,10,,
674,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,TH.QUIN,2,5,,
675,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,TH.QUIN,2,10,,
676,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,PS.HEXA,2,5,,
677,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,TH.PURP,1,25,,
678,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,CIRR.SP,1,10,,
679,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,EP.INSI,1,15,,
680,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,OX.UNIF,1,15,,
681,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,CH.XANT,10,10,,
682,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,CH.XANT,8,15,,
683,PAL_2012,BLT,PAL_10,9/21/2012,FR9,B,SAS,QUAN,PE.MARG,1,10,,
684,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,CE.LORI,2,10,,
685,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,CE.LORI,1,5,,
686,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,CH.MARG,55,10,,
687,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,CH.MARG,300,5,,
688,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,PS.BART,13,10,,
689,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,PS.BART,26,5,,
690,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,PS.OLIV,3,10,,
691,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,PS.OLIV,6,5,,
692,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,CE.UROD,1,25,,
693,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,CE.MINI,1,35,,
694,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,SC.TRIC,1,25,,
695,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,AC.NIGR,1,15,,
696,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,CT.MARG,1,25,,
697,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,CT.CYAN,1,15,,
698,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,BA.UNDU,1,20,,
699,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,BA.UNDU,1,25,,
700,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,BA.UNDU,1,30,,
701,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,GO.VARI,1,10,,
702,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,HA.ORNA,1,10,,
703,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,LA.DIMI,1,5,,
704,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,PS.HEXA,1,5,,
705,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,PS.OCTO,1,5,,
706,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,PS.OCTO,5,10,,
707,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,LE.XANT,1,35,,
708,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,CA.MELAN,1,25,,
709,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,CA.MELAN,1,35,,
710,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,BO.AXIL,1,15,,
711,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,PA.CYCL,5,30,,
712,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,LE.TAPE,12,5,,
713,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,CH.OXYC,1,10,,
714,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,CI.EXQU,2,5,,
715,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,CH.XANT,1,5,,
716,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,CH.XANT,1,10,,
717,PAL_2012,BLT,PAL_30,9/27/2012,FR5,A,SAS,QUAN,CH.XANT,13,15,,
718,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,CE.LORI,2,5,,
719,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,CE.LORI,1,10,,
720,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,CH.ACAR,5,5,,
721,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,CH.MARG,175,5,,
722,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,CH.MARG,85,10,,
723,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,PL.JOHN,2,5,,
724,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,PS.OLIV,14,5,,
725,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,PS.OLIV,6,10,,
726,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,PA.ARCA,1,5,,
727,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,PA.FORS,1,10,,
728,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,CH.SORD,1,25,,
729,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,CH.SORD,1,30,30,1
730,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,LU.BOHA,1,25,,
731,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,SA.TIER,1,25,,
732,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,AC.TRIO,1,10,,
733,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,CT.MARG,1,15,,
734,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,CT.CYAN,1,15,,
735,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,CT.CYAN,1,20,,
736,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,BA.UNDU,1,20,,
737,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,BA.UNDU,1,30,,
738,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,GO.VARI,1,10,,
739,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,HA.ORNA,3,5,,
740,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,LA.DIMI,1,10,,
741,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,PS.HEXA,1,5,,
742,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,PS.OCTO,1,5,,
743,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,PS.OCTO,3,10,,
744,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,CA.CARO,1,25,,
745,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,CA.CARO,1,30,,
746,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,LE.TAPE,5,5,,
747,PAL_2012,BLT,PAL_30,9/27/2012,FR5,B,SAS,QUAN,HA.MELA,2,5,,
748,PAL_2012,BLT,PAL_20,9/27/2012,FR5,A,SAS,QUAN,CE.FLAV,1,10,,
749,PAL_2012,BLT,PAL_20,9/27/2012,FR5,A,SAS,QUAN,CH.ACAR,1,5,,
750,PAL_2012,BLT,PAL_20,9/27/2012,FR5,A,SAS,QUAN,CH.MARG,120,10,,
751,PAL_2012,BLT,PAL_20,9/27/2012,FR5,A,SAS,QUAN,CH.MARG,205,5,,
752,PAL_2012,BLT,PAL_20,9/27/2012,FR5,A,SAS,QUAN,PL.DICK,1,5,,
753,PAL_2012,BLT,PAL_20,9/27/2012,FR5,A,SAS,QUAN,PL.JOHN,4,5,,
754,PAL_2012,BLT,PAL_20,9/27/2012,FR5,A,SAS,QUAN,PA.MULT,1,10,,
755,PAL_2012,BLT,PAL_20,9/27/2012,FR5,A,SAS,QUAN,PA.MULT,1,20,,
756,PAL_2012,BLT,PAL_20,9/27/2012,FR5,A,SAS,QUAN,PA.MULT,1,25,,
757,PAL_2012,BLT,PAL_20,9/27/2012,FR5,A,SAS,QUAN,PS.OLIV,21,5,,
758,PAL_2012,BLT,PAL_20,9/27/2012,FR5,A,SAS,QUAN,PS.OLIV,13,10,,
759,PAL_2012,BLT,PAL_20,9/27/2012,FR5,A,SAS,QUAN,CE.ARGU,1,20,,
760,PAL_2012,BLT,PAL_20,9/27/2012,FR5,A,SAS,QUAN,CE.UROD,1,25,,
761,PAL_2012,BLT,PAL_20,9/27/2012,FR5,A,SAS,QUAN,PA.ARCA,1,5,,
762,PAL_2012,BLT,PAL_20,9/27/2012,FR5,A,SAS,QUAN,PA.ARCA,2,10,,
